#ItemCode,ItemName,Price,TaxPrice,MasterPrice
4716,Premium Large Prawn Tempura Ric,834,900,900
4717,Premium Urchin\n& Salmon Roe Ri,1834,1980,1980
4718,Salt Ramen with Red Seabream So,463,500,500
4825,Mini Long Eggplant Pickle,639,690,690
4840,Takeout Fried Potato\n(with Nor,454,490,490
4841,Takeout Fried Potato\n(with Con,454,490,490
4843,Happy Set (one serving),852,920,920
4844,Happy Set (2 servings),1704,1840,1840
4848,Premium Set (one serving),1704,1840,1840
4849,Premium Set (2 serving),3408,3680,3680
4858,16 Popular-Item Set,1362,1470,1470
4859,9 Popular-Item Set,547,590,590
4860,Assorted Salmon Roe Sushi,2130,2300,2300
4861,Assorted Chopped-Ingredient Sus,732,790,790
4862,Assorted Tuna and Pounded Tuna ,723,780,780
4863,Assorted Salmon and Salmon Roe ,1380,1490,1490
4864,Assorted Sushi for Kids,389,420,420
6004,Salmon,100,110,110
6006,Seared Eel with Scallion\nand J,137,150,150
6007,Fresh Sea Bream with Urchin,264,290,290
6010,Shrimp,100,110,110
6011,3-Piece Seared Sushi\n(Korean-S,264,290,290
6013,Pressed Eel Sushi,391,430,430
6014,Egg Pudding with Eel,355,390,390
6017,Iyo-no-Kiwamihira-Brand Sole,191,210,210
6018,Iyo-no-Kiwamihira-Brand Sole Te,210,230,230
6022,Vinegared Dotted Gizzard Shad w,100,110,110
6024,Cooked Sea Eel,173,190,190
6026,Chopped Flounder Fin\nwith Peri,146,160,160
6027,Marinated Tuna Dices,210,230,230
6029,3-Piece Sushi (Urchin，\nFatty T,628,690,690
6033,Salmon with Onion,137,150,150
6035,Japanese Omelette,100,110,110
6039,Salmon with Onion，\nwith Mayonn,137,150,150
6042,Yamagata-Sakaeya-Honten-Supervi,491,540,540
6047,Large Fukui Salmon,191,210,210
6053,Sushi Wrap\nwith Tuna Dices and,100,110,110
6054,5-Piece Sushi\n(Medium-Fatty Tu,1219,1340,1340
6055,7-Piece Sushi (Medium-Fatty Tun,1746,1920,1920
6060,Tuna,100,110,110
6061,Large Fukui Salmon Seared with ,228,250,250
6063,Sushi Wrap with Tuna Dices，\nDa,100,110,110
6064,Maitake Mushroom Tempura,100,110,110
6071,Fukui Salmon and Salmon Roe,328,360,360
6072,Special Pressed Sushi\nwith Fuk,237,260,260
6073,Egg Pudding with Starchy Maitak,300,330,330
6078,Fresh Fatty Yellowtail\nwith Se,173,190,190
6079,Salt-Seared Special Pressed Sus,273,300,300
6080,Fried Eggplant\nwith Sesame and,119,130,130
6082,Char-Grilled Bonito\nwith Yuzu ,119,130,130
6084,Seared Vinegared Herring,137,150,150
6085,Seared Vinegared Herring\nwith ,137,150,150
6086,Eel,173,190,190
6087,Mini Acai Bowl (without honey),328,360,360
6088,Sauce-Grilled Eel,210,230,230
6091,Albacore Tuna,100,110,110
6093,Udon Noodles\nwith Assorted Veg,391,430,430
6094,Fukui Salmon Tempura\nwith Ponz,210,230,230
6095,Pounded Tuna\nwith Chunky Chili,137,150,150
6096,Sushi Wrap\nwith Pounded Fatty ,100,110,110
6099,Smelt Whiting Tempura,119,130,130
6100,Salad and Chunky Chili Oil,137,150,150
6105,Fried Mackerel with Salted Rice,100,110,110
6106,Hokkaido Pacific Flying Squid L,191,210,210
6107,Rice Wrapped\nin Sweet Deep-Fri,100,110,110
6108,Sushi Wrap with Seared\nand Cho,128,140,140
6110,Fried Mackerel with Salted Rice,100,110,110
6111,Double-Layer Flounder Fin,355,390,390
6113,Shrimp with Avocado,191,210,210
6114,Korean-Style Marinated Cod Roll,191,210,210
6115,Tuna,173,190,190
6117,Egg Pudding\nwith Roasted Duck ,300,330,330
6118,2-Piece Tuna (Fresh and Seared,191,210,210
6119,Pork Tongue with Salted Sauce,100,110,110
6120,Red Shrimp,191,210,210
6121,Pork Tongue with Salted Sauce\n,100,110,110
6122,Salmon with Avocado,191,210,210
6124,Seared Fatty Salmon \nwith Salt,228,250,250
6125,Salmon,173,190,190
6127,Salt Ramen with Red Seabream So,391,430,430
6128,Cuttlefish,210,230,230
6131,Squid with Okra，\nWakame Seawee,100,110,110
6135,Squid with Okra，\nWakame Seawee,50,55,55
6136,Fresh Fatty Yellowtail,173,190,190
6137,Seared Pork Tongue\nwith Salted,137,150,150
6138,Squid with Okra，\nWakame Seawee,100,110,110
6139,Fresh Yellowtail,191,210,210
6140,2-Piece Salmon\n(Fresh and Sear,191,210,210
6144,Soft Mochi Dumplings\nwith Red ,237,260,260
6145,Yellowtail and Salmon,150,165,165
6146,Sushi Wrap\nwith Cooked Whiteba,100,110,110
6147,Maitake Mushroom Tempura,100,110,110
6149,Squid with Okra，\nWakame Seawee,50,55,55
6150,Cucumber and Fake Crab\nwith Ma,100,110,110
6151,Yellowtail and Squid,150,165,165
6153,Yellowtail and Shrimp,150,165,165
6154,Wild Rockfish Seared with Salt,100,110,110
6159,Yellowtail and Flounder Fin,196,215,215
6160,Salt Ramen with Red Sea Bream S,600,660,660
6161,Mini Acai Bowl (honey),328,360,360
6162,Kid's Pancake (2 pieces)\n*With,283,311,311
6163,Kid's Udon Noodles\n*With a Cap,172,189,189
6165,Udon Noodles with Large Prawn T,537,590,590
6166,Premium Seared Sea Eel ,355,390,390
6169,Japanese Rice Pho\nwith Maitake,446,490,490
6171,Grated Ginger (cup),0,0,0
6172,Miso Sauce (sachet),28,30,30
6174,Fried Prawn Tempura\nwith Chili,155,170,170
6178,Neon Flying Squid Leg with Chil,137,150,150
6179,Salmon with Salted Tomato Gelee,137,150,150
6181,Fried Eggplant with Sauce,119,130,130
6183,Kappa's Rice Donut\nwith Soy Fl,100,110,110
6184,Fried Eggplant\nwith Grated Yam,119,130,130
6186,Chopped Fish & Miso Tempura Nig,191,210,210
6187,Kappa's Rice Donut\nwith Cinnam,100,110,110
6190,Seared Red Shrimp with Salt,228,250,250
6191,Spear Squid,100,110,110
6192,Fake Crab Salad,100,110,110
6193,Fake Crab Salad,50,55,55
6196,Fresh Prawn,191,210,210
6204,Caramelized Sweet Potato\nwith ,264,290,290
6206,6-Piece Sashimi (Tuna， Yellowta,573,630,630
6210,Caramelized Sweet Potato\nwith ,300,330,330
6213,Kid's Plate & Melon Soda (M),228,250,250
6214,Soy Sauce Caramel Ice Cream,146,160,160
6216,Char-Grilled Bonito,100,110,110
6218,Char-Grilled Bonito\nwith Fried,100,110,110
6220,3-Piece Shellfish Sushi\n(Whelk,328,360,360
6223,Kid's Plate & Coca-Cola (M),228,250,250
6224,Fresh Yellowtail,100,110,110
6226,Saury,100,110,110
6227,Bering Sea Cockle\nwith Sweet S,119,130,130
6231,Pacific Saury\n(Fresh， and Sear,237,260,260
6237,Medium-Fatty Tuna,282,310,310
6238,Kid's Plate & Calpico (M),228,250,250
6239,Fatty Salmon,191,210,210
6240,Seared Fresh Yellowtail \nwith ,137,150,150
6242,Seared Medium-Fatty Tuna \nwith,282,310,310
6243,Whelk,210,230,230
6245,Miso Ramen with Seafood,537,590,590
6246,Spicy Szechuan Sesame Noodle-St,446,490,490
6247,Pickled Bamboo Shoot\nwith Chun,173,190,190
6248,Set of Premium Large Prawn Temp,900,990,990
6249,Set of Premium Urchin and Salmo,1882,2070,2070
6252,Sumptuous Salmon Dices\nwith Cu,100,110,110
6253,Sumptuous Salmon Dices with\nCu,100,110,110
6255,Fake Crab Salad\nwith Cucumber,100,110,110
6256,Jack Mackerel Seared\nwith Salt,228,250,250
6258,Grilled Pork， and Pickled Bambo,264,290,290
6259,Premium Large Prawn Tempura Ric,782,860,860
6260,Premium Urchin & Salmon Roe Ric,1764,1940,1940
6261,Rich Chocolate Mousse\nwith Str,391,430,430
6262,Pounded Tuna,100,110,110
6266,Sushi Wrap with Urchin,119,130,130
6267,Sushi Wrap with Salmon Roe,100,110,110
6271,Salad and Corn,100,110,110
6272,Ark Shell,210,230,230
6275,Bourbon-Supervised\nLumonde Pre,355,390,390
6277,Mini Jelly,100,110,110
6281,Seared Korean-Style Beef,210,230,230
6282,Flounder Fin,191,210,210
6284,Fried Potato with Ketchup,100,110,110
6285,Pressed Sushi \nwith Chunky Vin,210,230,230
6290,Bourbon-Supervised\nLumonde Pre,446,490,490
6292,Fried Eggplant with Sauce,60,65,65
6293,Fried Potato with Mayonnaise an,100,110,110
6296,Fried Potato with Chili Oil & M,100,110,110
6297,Fried Potato with Cod Roe and M,100,110,110
6300,Dr Pepper,182,200,200
6301,Fried Eggplant\nwith Grated Yam,60,65,65
6305,Natto Salad,100,110,110
6310,Salmon Roe,355,390,390
6312,Sumptuous Squid Tempura \nwith ,119,130,130
6314,Salmon Roe,210,230,230
6315,Sushi-Wrap\nwith Sweet Shrimp a,100,110,110
6317,Tuna and Salmon,100,110,110
6318,Flying Fish Roe,191,210,210
6319,Fatty Tuna Roll with Scallion,191,210,210
6320,Roasted Duck,100,110,110
6321,Tuna Roll,191,210,210
6323,Grilled Salmon,119,130,130
6324,Sushi-Wrap with Sweet Shrimp,100,110,110
6327,Chicken Tempura,100,110,110
6329,Kid's Plate & Ginger Ale (M),228,250,250
6330,Chicken Tempura\nwith Mayonnais,100,110,110
6332,Miso Soup\nwith Onion， Deep-Fri,146,160,160
6335,Sweet Vinegared Ginger Tempura,100,110,110
6336,Salad,100,110,110
6337,7-Piece Kappa's Choice Regular ,737,810,810
6339,Roasted Duck\nwith Onion and Ma,137,150,150
6340,Seared Fresh Yellowtail \nwith ,228,250,250
6345,Kid's Sushi Set,283,311,311
6348,Sweet Shrimp,191,210,210
6350,Natto with Cucumber,100,110,110
6352,Pounded Tuna and Natto,100,110,110
6354,Fried Chicken,300,330,330
6357,Pounded Seafood\nwith Chunky Ch,191,210,210
6358,Pounded Seafood\nwith Chunky Ch,191,210,210
6360,Kid's Curry Set,283,311,311
6361,Tempura Platter\n(Large Prawn， ,446,490,490
6363,Smooth and Soft Boiled Gyoza\nw,300,330,330
6364,Natto， Okra and Wakame Seaweed ,100,110,110
6366,Star- and Heart-Shaped\nChicken,210,230,230
6367,Japanese-Style Hamburger,191,210,210
6368,3-Piece Sushi\n(Medium-Fatty So,719,790,790
6369,Wild Jumbo Shrimps,237,260,260
6371,Set of 7 Premium Sushi，\nEgg Pu,1982,2180,2180
6374,Edamame,100,110,110
6375,Fried Octopus Balls\nwith Mayon,173,190,190
6379,Kyoto-Style Jelly-Textured Swee,100,110,110
6381,Pounded Tuna and Natto,50,55,55
6383,Miso Soup with Shellfish,282,310,310
6384,Miso Soup with Shellfish\nand R,282,310,310
6385,Fried Octopus Balls\nwith Scall,391,430,430
6386,3-Piece Sushi\n(Large Tuna Stea,391,430,430
6387,12-Piece Sushi with Half-Sized ,810,890,890
6389,Pounded Seafood\nwith Chunky Ch,96,105,105
6392,Fried Eggplant\nwith Sesame and,60,65,65
6393,Pounded Seafood\nwith Chunky Ch,96,105,105
6394,Rice Wrapped\nin Sweet Deep-Fri,50,55,55
6395,Kid's Plate,172,189,189
6397,Seared Vinegared Herring,69,75,75
6399,Frozen Ice Cream Puff,100,110,110
6401,Boiled Snow Crab,182,200,200
6402,Seared Vinegared Herring\nwith ,69,75,75
6404,Mini Eggplant Pickle,191,210,210
6406,Sweet Shrimp,96,105,105
6417,3-Piece Tempura Sushi\n(Fresh R,264,290,290
6418,Seafood Salad,419,460,460
6419,Fatty Sardine,100,110,110
6421,Scallop,191,210,210
6423,Seared Fatty Sardine,137,150,150
6425,Kid's Potato Plate,172,189,189
6428,Smoothie-Style Drink\nwith Acai,591,650,650
6429,Smoothie-Style Drink\nwith Doub,682,750,750
6432,3-Piece Salmon Roe,719,790,790
6433,Smooth and Moist \nCream Cake,191,210,210
6434,Acerola Apple Drink,300,330,330
6440,Lightly Pickled Mini Eggplant,146,160,160
6442,Seared Rice Ball,146,160,160
6443,Seared Rice Ball with Salad,191,210,210
6444,Seared Rice Ball with Cod Roe,191,210,210
6445,Crab Innards,146,160,160
6449,Gamza Bbang (Potato Bread)\nwit,391,430,430
6450,Seared Rice Ball with Salmon Ro,264,290,290
6451,Set of Seared Rice Ball & Miso ,282,310,310
6452,Set of Seared Rice Ball with Sa,328,360,360
6453,Set of  Seared Rice Ball with C,328,360,360
6454,Set of Seared Rice Ball with Sa,400,440,440
6455,Baby Food (Chopped Vegetables),191,210,210
6456,Chicken Rice\nwith Vegetables,191,210,210
6458,Lightly Pickled Mini Eggplant,73,80,80
6460,Popular Platter,810,890,890
6461,Kid's Drink Bar,61,67,67
6462,Snow Crab Roe with Crab Innards,137,150,150
6463,Snow Crab Roe with Cucumber,182,200,200
6467,Crab with Crab Innards\nand May,146,160,160
6468,Egg Yolk and Beef Cooked\nin Sw,119,130,130
6473,Fried Chicken,419,460,460
6476,Milkshake with Almond Jelly，\nS,391,430,430
6477,Sushi-Wrap\nwith Toyama Broad V,328,360,360
6479,White Fish Tempura with Mayonna,182,200,200
6480,Udon Noodle with Tuna Flakes\n(,191,210,210
6481,Udon Noodle with Tuna Flakes\n(,191,210,210
6482,Salmon with Onion,69,75,75
6483,Salmon with Onion， \nwith Mayon,69,75,75
6485,Fresh Fatty Yellowtail Seared ,210,230,230
6489,3-Piece Shrimp Sushi\n(Fresh Sh,446,490,490
6490,Ezo abalone,264,290,290
6495,Squid Tempura\nwith Spicy Brown,146,160,160
6500,Shrimp Tempura \nwith Mayonnais,119,130,130
6501,Sumptuous Squid Tempura,119,130,130
6503,Shrimp Tempura ,119,130,130
6510,Capelin Roe,100,110,110
6516,Fried Jack Mackerel,100,110,110
6518,Roasted Duck,50,55,55
6519,Sweet-Soy-Sauce-Flavored Fried ,137,150,150
6520,Roasted Duck\nwith Onion and Ma,69,75,75
6521,Jack Mackerel Seared\nwith Salt,114,125,125
6522,Pounded Tuna,50,55,55
6524,Maitake Mushroom Tempura,50,55,55
6525,Fatty Tuna Seared with Salt,355,390,390
6529,Grilled Salmon with Basil，\nSal,146,160,160
6530,Salt-Seared Hokkaido Pufferfish,100,110,110
6534,Fried Chicken\nwith Assorted Ve,391,430,430
6535,Salad,50,55,55
6537,Pounded Tuna\nwith Chunky Chili,69,75,75
6538,Salad and Chunky Chili Oil,69,75,75
6539,Salad and Corn,50,55,55
6540,Fried Fake Crab,100,110,110
6545,Sushi-Wrap with Pounded Horse M,110,120,120
6546,Sushi-Wrap with Pounded Horse M,110,120,120
6547,Sweet-Soy-Sauce-Flavored Fried ,391,430,430
6549,Pounded Sashimi,155,170,170
6551,Egg Pudding with Assorted Veget,300,330,330
6552,Pounded Tuna,100,110,110
6554,Salad,100,110,110
6555,Natto,100,110,110
6557,Fried Prawn　with Mayonnaise,119,130,130
6560,Char-Grilled Bonito,191,210,210
6568,Rich Tonkotsu Soy Sauce Ramen，,491,540,540
6569,Rich Tonkotsu Soy Sauce Ramen\n,491,540,540
6570,Rich Tonkotsu Soy Sauce Ramen\n,537,590,590
6571,Mini Rice Bowl\nwith Chunky Chi,173,190,190
6572,Popular Platter,710,780,780
6573,Mini Rice Bowl\nwith Scallion a,146,160,160
6575,Nori Seaweed (3 sheets),100,110,110
6579,Sushi Wrap with Urchin,100,110,110
6580,Crab Innards,73,80,80
6581,Crab with Crab Innards\nand May,73,80,80
6582,Egg Yolk and Beef Cooked\nin Sw,60,65,65
6584,House-Made Medium-Fatty Souther,264,290,290
6585,Sushi-Wrap with Season's Urchin,264,290,290
6587,House-Made Sushi-Wrap with Swee,173,190,190
6588,Urchin Soy Sauce (cup),100,110,110
6589,3-Piece Uni,719,790,790
6590,Egg Pudding with Urchin,391,430,430
6591,Char-Grilled Bonito\nwith Fried,191,210,210
6592,Kochi Otome Sea Bream,100,110,110
6593,Salt Ramen\nwith Seared Red Sea,419,460,460
6594,Fresh Octopus,173,190,190
6597,Sushi-Wrap with Eel,100,110,110
6598,Otome Sea Bream\nwith Thick Sea,146,160,160
6599,Premium Tuna Rice Bowl,782,860,860
6600,Premium Tuna Rice Bowl\nwith Se,900,990,990
6602,Rice Bowl with Nine Seafoods,782,860,860
6603,Rice Bowl with Nine Seafoods\na,900,990,990
6604,Sushi-Wrap\nwith Marinated Otom,137,150,150
6605,Otome Sea Bream Carpaccio\nwith,419,460,460
6606,Money-Saver Regular Sushi Set\n,1110,1220,1220
6607,Strawberry\nand Premium Pudding,464,510,510
6608,Prawn Tempura Udon Noodles，\nEg,628,690,690
6609,Seared Shrimp\nwith Mayonnaise,137,150,150
6610,Seared Shrimp\nwith Mayonnaise ,137,150,150
6613,Otome Sea Bream Tempura,137,150,150
6614,Fresh Fatty Yellowtail\nwith Sa,228,250,250
6615,Shrimp， Beach-Grill Style,137,150,150
6616,Neon Flying Squid Tentacle，\nBe,137,150,150
6617,Seared Salmon\nwith Mayonnaise,137,150,150
6618,Seared Salmon\nwith Mayonnaise,137,150,150
6619,Seared Vinegared\nFatty Mackere,155,170,170
6620,Japanese Omelette，\nBeach-Grill,137,150,150
6622,Savory Egg Omelette,119,130,130
6623,Savory Egg Omelette,119,130,130
6624,Fisherman-Style Sushi-Wrap\nwit,228,250,250
6625,Onion Rings,191,210,210
6626,Fried Potato,210,230,230
6627,Cucumber Sticks\nwith Soy Sauce,100,110,110
6629,Sweet and Savory Dumplings,191,210,210
6630,Soy Sauce Ramen\nwith Tuna Brot,419,460,460
6631,Vanilla Ice Cream,100,110,110
6634,Natto (cup),100,110,110
6635,Grated Yam (cup),100,110,110
6636,Fried Chicken,210,230,230
6637,Chunky Chili Oil Onion (cup),100,110,110
6639,Set of 3 Toppings Natto Grated ,200,220,220
6640,Salt Ramen with Seared Red Sea ,628,690,690
6642,Fresh Octopus,87,95,95
6643,5-Piece Hotpot (Daikon Radish， ,537,590,590
6644,Hotpot(Daikon Radish),119,130,130
6645,Hotpot(Egg),146,160,160
6646,Hotpot(Konjac),119,130,130
6647,Soupy Fish Ball,173,190,190
6648,Hotpot(Tube Shaped Fish Cake),100,110,110
6650,Today's 2-Piece Hotpot\n※You ca,191,210,210
6652,Seared Shrimp\nwith Mayonnaise,69,75,75
6653,Seared Shrimp\nwith Mayonnaise ,69,75,75
6654,Shrimp， Beach-Grill Style,69,75,75
6655,Neon Flying Squid Tentacle，\nBe,69,75,75
6656,Seared Salmon\nwith Mayonnaise,69,75,75
6657,Seared Salmon\nwith Mayonnaise ,69,75,75
6658,Seared Vinegared\nFatty Mackere,78,85,85
6661,Japanese Omelette，\nBeach-Grill,69,75,75
6666,Chopped Fish & Miso Tempura\nwi,191,210,210
6667,Salt Ramen with Seared Red Sea ,655,720,720
6684,Natto Roll,100,110,110
6686,Cucumber Roll,100,110,110
6694,Jumbo Shrimp,391,430,430
6707,Jell-O drink (the apple taste),237,260,260
6708,Jell-O drink (the grape taste),237,260,260
6710,Tuna and Squid,100,110,110
6717,Tuna and Shrimp,100,110,110
6720,Shrimp Tempura Roll,173,190,190
6722,Fried Fish Roll \nwith Sweetene,173,190,190
6723,Steak-Style Seared Tuna with Gr,137,150,150
6724,Steak-Style Seared Tuna with Gr,69,75,75
6728,Hamburger with Ketchup,191,210,210
6729,Honey,28,30,30
6740,Rice Wrapped \nin Sweet Deep-Fr,100,110,110
6746,Fried Potato,300,330,330
6747,Genten-branded Natural Horse Ma,100,110,110
6755,Corn with Cucumber,100,110,110
6757,Spear Squid,50,55,55
6760,Egg Pudding,237,260,260
6773,Miso Soup with Sea Lettuce\nand,237,260,260
6795,Udon Noodles \nwith Sweetened D,355,390,390
6796,Udon Noodles \nwith Shrimp Temp,355,390,390
6811,Roast Beef,119,130,130
6838,Fried Burdock Root\nwith Yuzu P,237,260,260
6842,Egg Yolk and Natto,100,110,110
6869,Yuzu Pepper (sachet),28,30,30
6932,Takeout\nShinkansen Plate\n(Kap,1810,1990,1990
6952,Asparagus Tempura,210,230,230
6953,Chilled Egg Pudding,237,260,260
6959,Chilled Egg Pudding\nwith Salmo,391,430,430
6968,Japanese Rice Pho\nwith Sea Bre,391,430,430
6975,100% Grape Juice,173,190,190
6976,100% Apple Juice,173,190,190
6996,Strawberry Ice Cream,146,160,160
6998,,691,760,760
7000,Coca-Cola (L),237,260,260
7001,Melon Soda (L),237,260,260
7002,Calpico (L),237,260,260
7003,Calpico Soda (L),237,260,260
7004,Oolong Tea (L),237,260,260
7005,Coca-Cola Zero (L),237,260,260
7006,Sokenbicha Tea (L),237,260,260
7007,Ginger Ale (L),237,260,260
7018,Drink Bar,264,290,290
7022,Baked Cheesecake,300,330,330
7023,Chocolate Cake,300,330,330
7024,Premium Handmade Pudding,328,360,360
7025,Premium Handmade \nWhipped Pudd,328,360,360
7026,Tuna Mountain,355,390,390
7027,Pounded Seafood Mountain,355,390,390
7030,Sushi-Wrap with Baby Anchovy,100,110,110
7031,Sushi Wrap\nwith Prawn Tempura,119,130,130
7032,Sushi Wrap\nwith Prawn Tempura ,119,130,130
7065,Egg Pudding\nwith Thick Bonito ,237,260,260
7075,Double-Layer Flounder Fin,178,195,195
7076,Premium Seared Sea Eel (half-si,178,195,195
7079,Alcohol-Free Cassis Orange ,446,490,490
7080,Alcohol-Free Lemon Shochu Cockt,446,490,490
7085,Seared Fatty Salmon \nwith Salt,114,125,125
7094,Cooked Sea Eel,173,190,190
7099,Salmon Roe,178,195,195
7101,Fresh Prawn,96,105,105
7108,Fatty Salmon,96,105,105
7109,Almond Tofu\nwith Strawberry Mi,328,360,360
7116,Whelk,105,115,115
7117,Ark Shell,105,115,115
7118,Seared Korean-Style Beef,105,115,115
7119,Flounder Fin,96,105,105
7120,Salmon Roe,105,115,115
7122,Pressed Sushi \nwith Chunky Vin,105,115,115
7127,Natto Salad,50,55,55
7137,Nikka Draft Cidre (SWEET),537,590,590
7138,Nikka Draft Cidre (DRY),537,590,590
7188,Egg Yolk\nand Grated Yam,119,130,130
7284,Tempura Dip Sauce,0,0,0
7285,Mustard,0,0,0
7288,Wasabi,0,0,0
7329,Neon Flying Squid Tentacle\nwit,100,110,110
7336,Grated Yam and Beef Cooked\nin ,119,130,130
7355,Grated Yam and Beef Cooked\nin ,60,65,65
7368,Bering Sea Cockle,119,130,130
7388,Squid Salad\nand Daikon Radish ,100,110,110
7416,Neon Flying Squid Tentacle\nwit,50,55,55
7469,Udon Noodles \n(weekdays only),173,190,190
7490,Squid Salad\nand Daikon Radish ,50,55,55
7498,Jell-O drink (the peach taste),237,260,260
7579,2-Piece \nSushi (Tuna and Albac,100,110,110
7742,Vinegared rice,100,110,110
7767,Salmon,100,110,110
7768,Shrimp,100,110,110
7769,Squid,100,110,110
7770,Cooked Sea Eel,173,190,190
7771,Japanese Omelette,100,110,110
7772,Tuna,100,110,110
7773,Albacore Tuna,100,110,110
7774,Tuna and Salmon,100,110,110
7775,Yellowtail and Salmon,150,165,165
7776,Yellowtail and Squid,150,165,165
7777,Yellowtail and Shrimp,150,165,165
7778,Yellowtail and Flounder Fin,196,215,215
7779,Fresh Yellowtail,191,210,210
7780,Whelk,105,115,115
7783,Ark Shell,105,115,115
7789,Char-Grilled Bonito,191,210,210
7794,Fatty Salmon,96,105,105
7795,Fresh Shrimp,96,105,105
7797,Tuna and Squid,100,110,110
7798,Tuna and Shrimp,100,110,110
7800,Seared Vinegared Herring,137,150,150
7801,Roasted Duck,100,110,110
7803,Seared Vinegared Herring,69,75,75
7804,Roasted Duck,50,55,55
7805,Eel,173,190,190
7806,Sauce-Grilled Eel,210,230,230
7807,Pork Tongue with Salted Sauce,100,110,110
7811,Scallop,191,210,210
7814,Bering Sea Cockle,119,130,130
7818,2-Piece \nSushi (Tuna and Albac,100,110,110
7819,Tuna,50,55,55
7820,Albacore Tuna,50,55,55
7821,Squid,50,55,55
7822,Salmon,50,55,55
7824,Shrimp,50,55,55
7825,Cooked Sea Eel,87,95,95
7826,Japanese Omelette,50,55,55
7827,Vinegared Fatty Mackerel,60,65,65
7828,Fresh Octopus,87,95,95
7829,Vinegared Fatty Mackerel,119,130,130
7830,Fresh Octopus,173,190,190
7835,Red Shrimp,191,210,210
7840,Whelk,210,230,230
7848,Fatty Salmon,191,210,210
7852,Fresh Shrimp,191,210,210
7874,Ark Shell,210,230,230
7879,Medium-Fatty Tuna,282,310,310
7883,Char-Grilled Bonito,100,110,110
7885,Fresh Yellowtail,100,110,110
7887,Flounder Fin,191,210,210
7889,Flounder Fin,96,105,105
7918,,364,400,400
7965,Pounded Tuna with Egg Yolk,100,110,110
8006,Peach Liqueur with Oolong Tea,446,490,490
8008,Tamanohikari Shukon\n(dry sake，,810,890,890
8013,Kinkuro\n(potato shochu with ho,482,530,530
8014,Kinkuro\n(potato shochu with wa,482,530,530
8015,Kinkuro\n(potato shochu on the ,482,530,530
8018,Black Nikka \nHighball,446,490,490
8020,Plain Shochu Cocktail,446,490,490
8021,Freshly Squeezed \nLemon Shochu,446,490,490
8023,Tamanohikari Shukon\n(dry sake，,810,890,890
